Date,Amount_INR,Transaction_Status,Fraud_Flag,Is_Success,State,Merchant_Category,Transaction_Type,Device_Type,Network_Type,Sender_Bank,Receiver_Bank,Sender_Age_Group,Transaction_Authenticity
2024-01-01,546,Success,0,1,West Bengal,Food,P2M,Android,5G,PNB,HDFC,46-55,Authenticated
2024-05-25,1346,Success,0,1,Tamil Nadu,Other,P2P,Android,4G,Paytm Bank,SBI,36-45,Authenticated
2024-12-17,4006,Success,0,1,Tamil Nadu,Utilities,Bill Payment,Android,WiFi,SBI,Axis,36-45,Authenticated
2024-01-08,388,Success,0,1,Tamil Nadu,Fuel,P2M,Android,4G,ICICI,Paytm Bank,18-25,Authenticated
2024-07-01,1290,Success,0,1,Andhra Pradesh,Utilities,P2M,Android,4G,HDFC,PNB,36-45,Authenticated
2024-10-25,117,Success,0,1,West Bengal,Other,Recharge,Android,4G,HDFC,UPI-Pay,26-35,Authenticated
2024-12-24,9714,Success,0,1,Tamil Nadu,Other,P2P,Android,4G,ICICI,UPI-Pay,26-35,Authenticated
2024-11-03,370,Success,0,1,Karnataka,Utilities,Bill Payment,Android,5G,HDFC,Axis,26-35,Authenticated
2024-10-05,202,Success,0,1,Uttar Pradesh,Other,P2P,Android,5G,PNB,ICICI,46-55,Authenticated
2024-07-29,604,Success,0,1,Maharashtra,Healthcare,P2M,Android,5G,UPI-Pay,Axis,36-45,Authenticated
2024-11-14,361,Success,0,1,West Bengal,Other,P2P,iOS,4G,Yes Bank,UPI-Pay,26-35,Authenticated
2024-09-28,337,Success,0,1,Delhi,Utilities,Bill Payment,iOS,4G,Paytm Bank,Yes Bank,26-35,Authenticated
2024-02-07,1422,Success,0,1,Tamil Nadu,Fuel,P2M,Android,4G,ICICI,UPI-Pay,26-35,Authenticated
2024-12-13,267,Success,0,1,Gujarat,Other,P2P,Android,4G,HDFC,PNB,26-35,Authenticated
2024-06-12,1383,Success,0,1,Uttar Pradesh,Other,P2P,iOS,5G,HDFC,UPI-Pay,26-35,Authenticated
2024-04-22,187,Success,0,1,Uttar Pradesh,Transport,P2M,iOS,5G,Paytm Bank,PNB,26-35,Authenticated
2024-12-16,636,Success,0,1,Delhi,Other,P2P,Android,5G,UPI-Pay,Paytm Bank,26-35,Authenticated
2024-03-06,386,Success,0,1,Telangana,Other,P2P,Android,5G,ICICI,SBI,46-55,Authenticated
2024-04-18,573,Success,0,1,West Bengal,Other,P2P,Android,5G,Yes Bank,Paytm Bank,36-45,Authenticated
2024-07-02,1339,Success,0,1,West Bengal,Utilities,P2M,Android,4G,Yes Bank,SBI,36-45,Authenticated
2024-05-15,990,Success,0,1,Delhi,Other,P2P,Android,WiFi,UPI-Pay,Axis,36-45,Authenticated
2024-11-10,449,Success,0,1,Telangana,Other,Recharge,Android,4G,Axis,Yes Bank,36-45,Authenticated
2024-03-13,385,Success,0,1,Karnataka,Other,P2P,iOS,WiFi,Paytm Bank,Axis,18-25,Authenticated
2024-02-15,1449,Success,0,1,Uttar Pradesh,Other,P2P,Android,4G,UPI-Pay,Paytm Bank,18-25,Authenticated
2024-01-02,1328,Success,0,1,Telangana,Other,P2P,Android,4G,Yes Bank,UPI-Pay,36-45,Authenticated
2024-12-23,1011,Success,0,1,Maharashtra,Other,P2M,Android,4G,UPI-Pay,Axis,46-55,Authenticated
2024-01-12,554,Success,0,1,Tamil Nadu,Fuel,P2M,Android,4G,ICICI,Paytm Bank,26-35,Authenticated
2024-06-16,193,Success,0,1,Telangana,Utilities,Bill Payment,Android,4G,Axis,PNB,18-25,Authenticated
2024-02-18,504,Failed,0,0,Uttar Pradesh,Utilities,Bill Payment,Android,5G,UPI-Pay,Paytm Bank,18-25,Authenticated
2024-09-21,1015,Success,0,1,Rajasthan,Utilities,Bill Payment,Android,4G,ICICI,HDFC,46-55,Authenticated
2024-01-30,577,Success,0,1,Gujarat,Other,P2P,Android,WiFi,UPI-Pay,Yes Bank,18-25,Authenticated
2024-07-30,730,Success,0,1,Maharashtra,Other,P2P,Android,4G,UPI-Pay,Paytm Bank,26-35,Authenticated
2024-11-30,237,Success,0,1,Tamil Nadu,Other,P2P,Android,4G,SBI,UPI-Pay,36-45,Authenticated
2024-04-26,721,Success,0,1,Telangana,Other,P2M,Android,4G,UPI-Pay,PNB,18-25,Authenticated
2024-02-16,1419,Success,0,1,Uttar Pradesh,Healthcare,P2M,Android,WiFi,Yes Bank,ICICI,46-55,Authenticated
2024-04-26,727,Success,0,1,Delhi,Other,P2M,Android,5G,Yes Bank,UPI-Pay,56+,Authenticated
2024-07-27,812,Success,0,1,Gujarat,Other,P2M,Android,4G,HDFC,PNB,36-45,Authenticated
2024-07-22,877,Success,0,1,Uttar Pradesh,Healthcare,P2M,Android,4G,Yes Bank,UPI-Pay,18-25,Authenticated
2024-05-18,1281,Success,0,1,Karnataka,Fuel,P2M,Android,4G,PNB,Yes Bank,36-45,Authenticated
2024-04-09,443,Success,0,1,Uttar Pradesh,Other,P2P,Android,5G,SBI,Axis,36-45,Authenticated
2024-07-25,1139,Success,0,1,Uttar Pradesh,Utilities,Bill Payment,Android,5G,HDFC,PNB,36-45,Authenticated
2024-04-22,516,Success,0,1,Andhra Pradesh,Other,P2P,Android,WiFi,ICICI,UPI-Pay,26-35,Authenticated
2024-10-05,1062,Success,0,1,Rajasthan,Other,P2P,Android,5G,ICICI,Paytm Bank,26-35,Authenticated
2024-12-27,1087,Success,0,1,Maharashtra,Other,P2P,Android,5G,UPI-Pay,Yes Bank,56+,Authenticated
2024-06-09,1480,Success,0,1,Gujarat,Utilities,Bill Payment,Android,4G,SBI,ICICI,26-35,Authenticated
2024-06-21,877,Success,0,1,Telangana,Transport,P2M,Android,WiFi,Paytm Bank,PNB,36-45,Authenticated
2024-10-17,386,Success,0,1,Maharashtra,Other,P2P,iOS,4G,Axis,ICICI,18-25,Authenticated
2024-06-22,7765,Success,0,1,Telangana,Utilities,Bill Payment,Android,4G,UPI-Pay,Paytm Bank,46-55,Authenticated
2024-01-04,525,Failed,0,0,Karnataka,Shopping,P2M,Android,5G,Paytm Bank,SBI,36-45,Authenticated
2024-07-08,182,Success,0,1,Uttar Pradesh,Other,P2P,Android,5G,HDFC,Axis,26-35,Authenticated
2024-05-12,1028,Success,0,1,Uttar Pradesh,Other,P2P,Android,5G,Yes Bank,SBI,56+,Authenticated
2024-05-28,1088,Success,0,1,Tamil Nadu,Other,P2P,Android,4G,PNB,UPI-Pay,56+,Authenticated
2024-10-26,719,Success,0,1,Rajasthan,Healthcare,P2M,Android,4G,ICICI,UPI-Pay,18-25,Authenticated
2024-12-15,304,Success,0,1,Karnataka,Other,P2P,Android,4G,Yes Bank,UPI-Pay,36-45,Suspicious
2024-11-28,8403,Success,0,1,Maharashtra,Other,P2P,Android,5G,PNB,SBI,26-35,Authenticated
2024-11-01,833,Failed,1,0,Maharashtra,Healthcare,P2M,iOS,5G,HDFC,Axis,26-35,Suspicious
2024-03-24,1362,Success,0,1,Maharashtra,Other,P2P,Android,4G,SBI,Axis,36-45,Authenticated
2024-07-27,621,Success,0,1,Gujarat,Other,P2P,Android,5G,Yes Bank,UPI-Pay,36-45,Authenticated
2024-11-06,1434,Success,0,1,Gujarat,Other,Recharge,iOS,4G,UPI-Pay,Yes Bank,26-35,Authenticated
2024-08-31,532,Success,0,1,Maharashtra,Other,P2M,Android,WiFi,PNB,UPI-Pay,18-25,Authenticated
2024-09-29,832,Success,0,1,Rajasthan,Utilities,P2M,Android,5G,Axis,SBI,26-35,Authenticated
2024-11-30,1202,Success,0,1,Uttar Pradesh,Other,P2P,iOS,5G,PNB,Paytm Bank,46-55,Authenticated
2024-10-10,1214,Success,0,1,Tamil Nadu,Fuel,P2M,Android,4G,Axis,ICICI,26-35,Authenticated
2024-07-11,230,Success,0,1,Delhi,Other,P2P,Android,4G,ICICI,UPI-Pay,46-55,Authenticated
2024-11-18,915,Success,0,1,Uttar Pradesh,Other,P2M,iOS,4G,Axis,ICICI,46-55,Authenticated
2024-02-07,148,Success,0,1,Uttar Pradesh,Other,P2P,Android,5G,ICICI,HDFC,36-45,Authenticated
2024-05-23,1303,Success,0,1,Andhra Pradesh,Food,P2M,Android,4G,ICICI,Axis,36-45,Suspicious
2024-11-08,698,Success,0,1,Karnataka,Utilities,Bill Payment,iOS,4G,UPI-Pay,Axis,36-45,Authenticated
2024-04-19,1216,Success,0,1,Delhi,Other,P2P,iOS,5G,Yes Bank,Axis,36-45,Authenticated
2024-09-23,749,Success,0,1,Maharashtra,Utilities,Bill Payment,Android,4G,Yes Bank,UPI-Pay,18-25,Authenticated
2024-11-23,599,Success,0,1,Delhi,Utilities,Bill Payment,Android,5G,PNB,SBI,18-25,Authenticated
2024-04-20,287,Success,0,1,Tamil Nadu,Education,P2M,Android,5G,ICICI,Axis,46-55,Authenticated
2024-12-04,7531,Success,0,1,West Bengal,Education,P2M,Android,4G,HDFC,ICICI,46-55,Authenticated
2024-10-31,4926,Success,0,1,Telangana,Other,P2M,Android,WiFi,SBI,HDFC,18-25,Authenticated
2024-02-07,884,Success,0,1,Karnataka,Grocery,P2M,Android,4G,Yes Bank,PNB,36-45,Authenticated
2024-01-15,111,Success,0,1,Uttar Pradesh,Other,P2P,iOS,WiFi,HDFC,Yes Bank,26-35,Authenticated
2024-07-15,858,Success,0,1,Maharashtra,Utilities,Bill Payment,Android,5G,UPI-Pay,PNB,56+,Authenticated
2024-06-30,6237,Success,0,1,Karnataka,Other,P2P,Android,4G,ICICI,SBI,36-45,Authenticated
2024-09-21,916,Success,0,1,Delhi,Other,P2P,iOS,4G,Axis,Yes Bank,18-25,Authenticated
2024-03-21,434,Success,0,1,Delhi,Other,P2P,Android,4G,Axis,Yes Bank,18-25,Suspicious
2024-07-13,868,Success,0,1,Maharashtra,Entertainment,P2M,Android,5G,SBI,Paytm Bank,18-25,Authenticated
2024-10-06,1315,Success,0,1,Maharashtra,Other,P2P,iOS,4G,SBI,ICICI,26-35,Authenticated
2024-11-20,175,Failed,0,0,Gujarat,Transport,P2M,Android,4G,UPI-Pay,HDFC,26-35,Authenticated
2024-01-31,8413,Success,0,1,Karnataka,Other,P2P,iOS,4G,Paytm Bank,HDFC,26-35,Authenticated
2024-04-16,2500,Success,0,1,Tamil Nadu,Other,P2P,Android,5G,Axis,SBI,26-35,Authenticated
2024-04-06,679,Success,0,1,Maharashtra,Other,P2P,iOS,4G,Paytm Bank,Yes Bank,26-35,Authenticated
2024-07-02,427,Success,0,1,Rajasthan,Grocery,P2M,Android,5G,Paytm Bank,HDFC,26-35,Authenticated
2024-08-21,1222,Success,0,1,Uttar Pradesh,Entertainment,P2M,Android,5G,Axis,SBI,36-45,Authenticated
2024-04-22,639,Success,0,1,West Bengal,Utilities,Bill Payment,Android,4G,UPI-Pay,Axis,26-35,Authenticated
2024-07-06,689,Success,0,1,Karnataka,Other,P2P,Android,4G,Axis,Yes Bank,36-45,Authenticated
2024-01-11,779,Success,0,1,Maharashtra,Other,P2P,Android,4G,Yes Bank,SBI,26-35,Authenticated
2024-10-30,246,Success,0,1,Delhi,Education,P2M,Android,5G,Paytm Bank,Axis,26-35,Authenticated
2024-12-03,718,Success,0,1,Delhi,Food,P2M,Android,4G,Paytm Bank,HDFC,26-35,Authenticated
2024-01-14,1479,Success,0,1,Tamil Nadu,Healthcare,P2M,iOS,4G,Paytm Bank,Axis,26-35,Authenticated
2024-02-12,464,Success,0,1,Delhi,Other,P2P,Android,4G,HDFC,SBI,56+,Authenticated
2024-12-30,1159,Failed,0,0,Tamil Nadu,Utilities,Bill Payment,Android,4G,HDFC,PNB,18-25,Authenticated
2024-05-23,296,Success,0,1,Delhi,Other,P2P,Android,4G,Axis,PNB,26-35,Authenticated
2024-05-17,518,Success,0,1,Telangana,Transport,P2M,Android,WiFi,HDFC,ICICI,36-45,Authenticated
2024-01-17,1119,Success,0,1,Delhi,Other,P2P,Android,4G,ICICI,UPI-Pay,36-45,Authenticated
2024-03-06,3486,Success,0,1,Uttar Pradesh,Utilities,Bill Payment,Android,WiFi,Yes Bank,Paytm Bank,26-35,Authenticated
2024-03-16,495,Success,0,1,Andhra Pradesh,Utilities,Bill Payment,Android,4G,Paytm Bank,UPI-Pay,36-45,Authenticated
2024-11-22,267,Success,0,1,Maharashtra,Utilities,P2M,Android,4G,UPI-Pay,Yes Bank,46-55,Authenticated
2024-08-06,1251,Success,0,1,West Bengal,Education,P2M,Android,4G,Axis,UPI-Pay,26-35,Authenticated
2024-10-08,1180,Success,0,1,Telangana,Other,P2P,Android,4G,Axis,ICICI,46-55,Authenticated
2024-11-23,952,Success,0,1,Karnataka,Other,P2P,Android,4G,Axis,PNB,18-25,Authenticated
2024-04-14,148,Success,0,1,Rajasthan,Utilities,Bill Payment,Android,4G,PNB,Yes Bank,36-45,Authenticated
2024-01-12,689,Success,0,1,Gujarat,Utilities,Bill Payment,Android,WiFi,SBI,UPI-Pay,26-35,Authenticated
2024-04-23,623,Failed,0,0,Telangana,Utilities,Bill Payment,Android,4G,PNB,HDFC,26-35,Authenticated
2024-01-07,248,Success,0,1,Karnataka,Food,P2M,Android,5G,Axis,Yes Bank,36-45,Authenticated
2024-08-19,756,Success,0,1,Rajasthan,Utilities,Bill Payment,iOS,4G,PNB,HDFC,36-45,Authenticated
2024-02-14,333,Success,0,1,West Bengal,Other,P2P,Android,4G,SBI,UPI-Pay,26-35,Authenticated
2024-11-20,890,Success,0,1,Maharashtra,Utilities,Bill Payment,Android,4G,Axis,ICICI,26-35,Authenticated
2024-09-30,297,Success,0,1,Maharashtra,Other,P2P,Android,4G,Paytm Bank,HDFC,36-45,Authenticated
2024-09-23,1238,Success,0,1,Uttar Pradesh,Utilities,Bill Payment,iOS,4G,Yes Bank,SBI,46-55,Authenticated
2024-02-18,1048,Success,0,1,Andhra Pradesh,Transport,P2M,Android,4G,PNB,HDFC,36-45,Authenticated
2024-10-08,267,Success,0,1,Delhi,Transport,P2M,Android,5G,Axis,PNB,26-35,Authenticated
2024-10-24,442,Success,0,1,Telangana,Other,P2P,iOS,4G,Axis,PNB,18-25,Authenticated
2024-07-25,1306,Success,0,1,West Bengal,Other,P2P,Android,4G,PNB,SBI,18-25,Authenticated
2024-08-22,826,Success,0,1,Rajasthan,Other,P2P,Android,5G,UPI-Pay,SBI,46-55,Authenticated
2024-07-13,124,Success,0,1,Maharashtra,Other,Recharge,Android,4G,ICICI,Paytm Bank,46-55,Authenticated
2024-10-24,1471,Success,0,1,Delhi,Other,P2M,Android,4G,SBI,Axis,26-35,Authenticated
2024-12-07,1206,Success,0,1,Andhra Pradesh,Other,P2P,Android,4G,UPI-Pay,SBI,36-45,Authenticated
2024-01-06,1175,Success,0,1,Gujarat,Shopping,P2M,Android,4G,Paytm Bank,Yes Bank,18-25,Authenticated
2024-07-15,1220,Success,0,1,Andhra Pradesh,Utilities,Bill Payment,Android,4G,ICICI,HDFC,56+,Authenticated
2024-03-31,698,Success,0,1,Uttar Pradesh,Education,P2M,Android,4G,SBI,Paytm Bank,46-55,Authenticated
2024-10-02,757,Success,0,1,Telangana,Other,P2P,iOS,4G,HDFC,Paytm Bank,26-35,Authenticated
2024-02-16,529,Success,0,1,Tamil Nadu,Entertainment,P2M,Android,4G,HDFC,SBI,36-45,Authenticated
2024-11-09,9049,Success,0,1,Tamil Nadu,Other,P2P,Android,5G,Yes Bank,HDFC,18-25,Authenticated
2024-10-07,254,Success,0,1,Rajasthan,Utilities,Bill Payment,Android,4G,SBI,Paytm Bank,36-45,Authenticated
2024-12-15,548,Success,0,1,Tamil Nadu,Utilities,Bill Payment,Android,4G,Yes Bank,HDFC,26-35,Suspicious
2024-04-17,817,Success,0,1,Maharashtra,Education,P2M,Android,4G,HDFC,Paytm Bank,26-35,Authenticated
2024-11-24,676,Success,0,1,Karnataka,Utilities,Bill Payment,Android,4G,Paytm Bank,ICICI,18-25,Authenticated
2024-03-14,1426,Success,0,1,Uttar Pradesh,Other,P2P,Android,5G,SBI,Yes Bank,36-45,Authenticated
2024-01-14,1064,Success,0,1,Maharashtra,Other,P2P,iOS,5G,SBI,PNB,26-35,Authenticated
2024-04-13,1403,Success,0,1,Rajasthan,Entertainment,P2M,Android,5G,Yes Bank,PNB,26-35,Authenticated
2024-09-25,190,Success,0,1,Maharashtra,Food,P2M,Android,WiFi,ICICI,UPI-Pay,26-35,Authenticated
2024-06-10,1126,Success,0,1,Karnataka,Utilities,Bill Payment,Android,4G,Paytm Bank,UPI-Pay,26-35,Suspicious
2024-12-14,705,Success,0,1,Telangana,Food,P2M,Android,4G,HDFC,SBI,18-25,Authenticated
2024-12-22,618,Success,0,1,Andhra Pradesh,Healthcare,P2M,Android,5G,HDFC,Paytm Bank,18-25,Authenticated
2024-10-01,373,Success,0,1,Karnataka,Grocery,P2M,Android,4G,Axis,HDFC,26-35,Authenticated
2024-09-22,1374,Success,0,1,Telangana,Other,P2P,Android,5G,Paytm Bank,HDFC,26-35,Authenticated
2024-01-14,1313,Success,0,1,Telangana,Other,P2P,Android,5G,PNB,Axis,26-35,Authenticated
2024-01-16,853,Success,0,1,Maharashtra,Other,P2P,Android,4G,Paytm Bank,HDFC,18-25,Authenticated
2024-05-12,1380,Success,0,1,Maharashtra,Food,P2M,Android,5G,ICICI,Yes Bank,18-25,Authenticated
2024-08-10,607,Success,0,1,Tamil Nadu,Utilities,Bill Payment,iOS,5G,Axis,Paytm Bank,26-35,Suspicious
2024-08-25,1029,Success,0,1,Maharashtra,Other,P2P,iOS,4G,Axis,SBI,46-55,Authenticated
2024-07-29,923,Success,0,1,Karnataka,Other,P2P,iOS,4G,Paytm Bank,PNB,18-25,Authenticated
2024-09-12,1480,Success,0,1,Maharashtra,Healthcare,P2M,iOS,4G,SBI,ICICI,46-55,Authenticated
2024-04-25,1037,Success,0,1,Rajasthan,Other,P2P,Android,4G,SBI,Yes Bank,18-25,Authenticated
2024-03-31,217,Success,0,1,Andhra Pradesh,Other,P2P,Android,4G,Axis,Paytm Bank,18-25,Authenticated
2024-12-21,9317,Success,0,1,Telangana,Fuel,P2M,Android,4G,Axis,UPI-Pay,36-45,Authenticated
2024-07-30,102,Success,0,1,Delhi,Other,P2P,Android,WiFi,Yes Bank,Axis,18-25,Authenticated
2024-06-29,6401,Success,0,1,Andhra Pradesh,Other,P2P,iOS,4G,Paytm Bank,SBI,18-25,Authenticated
2024-12-30,7264,Success,0,1,Delhi,Other,P2P,Android,4G,HDFC,Yes Bank,26-35,Authenticated
2024-06-21,989,Failed,0,0,Tamil Nadu,Food,P2M,Android,5G,Paytm Bank,ICICI,26-35,Authenticated
2024-05-08,1485,Success,0,1,Rajasthan,Food,P2M,Android,5G,SBI,Axis,26-35,Authenticated
2024-12-15,151,Success,0,1,Delhi,Other,P2P,iOS,4G,Paytm Bank,SBI,46-55,Authenticated
2024-01-07,770,Success,0,1,Uttar Pradesh,Other,P2P,Android,4G,Paytm Bank,ICICI,26-35,Authenticated
2024-11-23,1210,Success,0,1,Telangana,Other,P2P,iOS,5G,SBI,HDFC,36-45,Authenticated
2024-08-29,216,Success,0,1,Maharashtra,Utilities,Bill Payment,Android,4G,Yes Bank,Axis,26-35,Authenticated
2024-05-29,693,Success,0,1,Uttar Pradesh,Education,P2M,Android,4G,HDFC,SBI,26-35,Authenticated
2024-08-04,806,Success,0,1,Karnataka,Utilities,Bill Payment,Android,5G,Paytm Bank,UPI-Pay,46-55,Authenticated
2024-08-06,9207,Success,0,1,Rajasthan,Other,P2P,Android,5G,ICICI,Axis,18-25,Authenticated
2024-11-05,1208,Success,0,1,Maharashtra,Other,P2P,Android,5G,Yes Bank,ICICI,18-25,Authenticated
2024-11-09,451,Success,0,1,Telangana,Shopping,P2M,Android,4G,Axis,ICICI,36-45,Authenticated
2024-01-16,9804,Success,0,1,West Bengal,Transport,P2M,Android,5G,SBI,Paytm Bank,36-45,Authenticated
2024-08-12,430,Success,0,1,Rajasthan,Utilities,Bill Payment,Android,4G,Yes Bank,UPI-Pay,36-45,Suspicious
2024-01-30,755,Success,0,1,Karnataka,Utilities,P2M,Android,4G,HDFC,Yes Bank,26-35,Authenticated
2024-04-26,201,Success,0,1,Maharashtra,Other,P2P,Android,4G,ICICI,SBI,18-25,Authenticated
2024-08-08,406,Success,0,1,Uttar Pradesh,Other,P2P,Android,4G,SBI,ICICI,26-35,Authenticated
2024-08-03,934,Success,0,1,Maharashtra,Food,P2M,Android,WiFi,ICICI,Paytm Bank,18-25,Authenticated
2024-08-14,350,Success,0,1,Karnataka,Other,P2P,iOS,4G,SBI,Axis,26-35,Authenticated
2024-03-15,703,Success,0,1,Delhi,Other,P2P,Android,4G,ICICI,UPI-Pay,46-55,Authenticated
2024-12-11,699,Success,0,1,Delhi,Utilities,Bill Payment,Android,4G,ICICI,UPI-Pay,56+,Authenticated
2024-10-11,1439,Success,0,1,West Bengal,Utilities,Bill Payment,iOS,5G,SBI,ICICI,18-25,Authenticated
2024-06-08,1260,Success,0,1,Rajasthan,Utilities,Bill Payment,Android,4G,Axis,SBI,36-45,Authenticated
2024-01-12,9215,Success,0,1,Uttar Pradesh,Utilities,Bill Payment,Android,4G,UPI-Pay,PNB,26-35,Authenticated
2024-02-08,462,Success,0,1,Maharashtra,Other,P2P,Android,4G,ICICI,UPI-Pay,36-45,Authenticated
2024-08-19,393,Success,0,1,Karnataka,Education,P2M,Android,4G,Axis,SBI,26-35,Suspicious
2024-01-01,239,Success,0,1,Gujarat,Utilities,Bill Payment,Android,4G,Yes Bank,UPI-Pay,36-45,Authenticated
2024-05-08,1118,Success,0,1,Tamil Nadu,Utilities,Bill Payment,iOS,WiFi,Yes Bank,Axis,46-55,Authenticated
2024-09-16,342,Success,0,1,Rajasthan,Grocery,P2M,iOS,4G,ICICI,Axis,36-45,Authenticated
2024-02-23,7101,Success,0,1,Tamil Nadu,Utilities,Bill Payment,Android,5G,UPI-Pay,SBI,26-35,Authenticated
2024-06-07,370,Success,0,1,Maharashtra,Other,P2P,Android,4G,Paytm Bank,Axis,26-35,Authenticated
2024-05-16,820,Success,0,1,Telangana,Other,Recharge,Android,4G,Axis,SBI,26-35,Authenticated
2024-05-25,429,Success,0,1,Maharashtra,Utilities,Bill Payment,Android,4G,HDFC,UPI-Pay,26-35,Authenticated
2024-09-24,234,Success,0,1,Maharashtra,Shopping,P2M,Android,5G,ICICI,SBI,26-35,Authenticated
2024-12-03,959,Success,0,1,Gujarat,Fuel,P2M,Android,4G,PNB,HDFC,56+,Authenticated
2024-04-12,1058,Success,0,1,Tamil Nadu,Entertainment,P2M,iOS,WiFi,PNB,UPI-Pay,18-25,Authenticated
2024-11-24,8996,Success,0,1,Telangana,Grocery,P2M,Android,4G,Yes Bank,Axis,18-25,Authenticated
2024-05-22,1449,Success,0,1,Uttar Pradesh,Other,P2P,Android,WiFi,HDFC,ICICI,18-25,Authenticated
2024-09-11,5744,Success,0,1,Andhra Pradesh,Entertainment,P2M,Android,4G,UPI-Pay,Axis,36-45,Authenticated
2024-02-11,1032,Success,0,1,Delhi,Other,Recharge,Android,4G,Paytm Bank,ICICI,18-25,Authenticated
2024-04-09,471,Success,0,1,Delhi,Other,P2P,Android,4G,Paytm Bank,ICICI,26-35,Authenticated
2024-11-07,253,Success,0,1,Uttar Pradesh,Other,P2P,Android,4G,Paytm Bank,HDFC,18-25,Authenticated
2024-08-23,1142,Success,0,1,Maharashtra,Education,P2M,Android,5G,Paytm Bank,PNB,26-35,Authenticated
2024-02-13,282,Success,0,1,Telangana,Other,P2P,Android,4G,SBI,ICICI,26-35,Authenticated
2024-08-19,8954,Success,0,1,Tamil Nadu,Utilities,Bill Payment,Android,4G,Paytm Bank,Yes Bank,18-25,Authenticated
2024-06-08,734,Success,0,1,Andhra Pradesh,Fuel,P2M,iOS,5G,Axis,ICICI,26-35,Authenticated
2024-09-13,3827,Success,0,1,Uttar Pradesh,Utilities,Bill Payment,iOS,WiFi,PNB,UPI-Pay,26-35,Authenticated
2024-09-18,591,Success,0,1,Tamil Nadu,Utilities,Bill Payment,iOS,4G,UPI-Pay,Yes Bank,26-35,Authenticated
2024-05-17,673,Success,0,1,Delhi,Entertainment,P2M,iOS,5G,UPI-Pay,Paytm Bank,36-45,Authenticated
2024-08-24,1190,Success,0,1,West Bengal,Other,P2P,Android,5G,Axis,PNB,26-35,Authenticated
2024-12-31,426,Success,0,1,Karnataka,Utilities,Bill Payment,iOS,5G,Axis,UPI-Pay,36-45,Authenticated
2024-05-30,1184,Success,0,1,Andhra Pradesh,Other,P2P,iOS,4G,Axis,HDFC,26-35,Authenticated
2024-01-30,614,Success,0,1,Uttar Pradesh,Utilities,Bill Payment,Android,4G,ICICI,Paytm Bank,56+,Authenticated
2024-01-25,1250,Success,0,1,Rajasthan,Other,P2P,Android,4G,PNB,ICICI,36-45,Authenticated
2024-12-16,369,Success,0,1,Rajasthan,Other,P2P,iOS,WiFi,HDFC,Paytm Bank,18-25,Authenticated
2024-10-07,1357,Success,0,1,West Bengal,Education,P2M,iOS,4G,SBI,HDFC,26-35,Authenticated
2024-02-12,5378,Success,0,1,Uttar Pradesh,Other,P2P,iOS,4G,SBI,Paytm Bank,18-25,Authenticated
2024-05-31,225,Success,0,1,Gujarat,Utilities,Bill Payment,Android,4G,Yes Bank,SBI,18-25,Authenticated
2024-12-15,5498,Success,0,1,Tamil Nadu,Utilities,Bill Payment,Android,4G,Axis,PNB,18-25,Authenticated
2024-08-19,3015,Success,0,1,Rajasthan,Utilities,Bill Payment,Android,5G,HDFC,Paytm Bank,26-35,Suspicious
2024-09-26,557,Success,0,1,Karnataka,Other,Recharge,Android,4G,Axis,Yes Bank,26-35,Authenticated
2024-03-15,785,Success,0,1,Telangana,Utilities,Bill Payment,Android,WiFi,ICICI,SBI,46-55,Authenticated
2024-03-22,224,Success,0,1,Uttar Pradesh,Other,P2P,iOS,5G,PNB,HDFC,18-25,Authenticated
2024-11-06,175,Success,0,1,Tamil Nadu,Other,P2P,iOS,4G,SBI,PNB,18-25,Authenticated
2024-05-31,619,Success,0,1,West Bengal,Other,P2P,iOS,4G,PNB,Axis,46-55,Authenticated
2024-11-13,887,Success,0,1,Delhi,Transport,P2M,Android,5G,Paytm Bank,Axis,46-55,Authenticated
2024-03-22,103,Success,0,1,Tamil Nadu,Grocery,P2M,Android,5G,Axis,ICICI,26-35,Authenticated
2024-10-07,1244,Success,0,1,West Bengal,Other,P2P,iOS,WiFi,UPI-Pay,PNB,36-45,Authenticated
2024-04-13,675,Success,0,1,Rajasthan,Utilities,Bill Payment,Android,5G,SBI,Axis,26-35,Authenticated
2024-06-01,1391,Success,0,1,Maharashtra,Other,P2P,Android,4G,Axis,SBI,26-35,Authenticated
2024-05-31,476,Success,0,1,Gujarat,Other,P2P,Android,4G,UPI-Pay,Yes Bank,36-45,Authenticated
2024-07-21,1381,Success,0,1,Telangana,Other,P2P,iOS,4G,Axis,SBI,18-25,Authenticated
2024-11-01,2826,Success,0,1,Delhi,Shopping,P2M,Android,4G,UPI-Pay,Paytm Bank,18-25,Authenticated
2024-02-23,140,Success,0,1,Telangana,Other,P2P,Android,5G,PNB,Axis,18-25,Authenticated
2024-11-08,526,Success,0,1,Delhi,Healthcare,P2M,Android,4G,PNB,UPI-Pay,46-55,Authenticated
2024-03-22,334,Success,0,1,Rajasthan,Utilities,Bill Payment,Android,4G,Axis,SBI,36-45,Authenticated
2024-02-25,1167,Success,0,1,Maharashtra,Other,Recharge,iOS,4G,HDFC,PNB,26-35,Authenticated
2024-03-23,1280,Success,0,1,Delhi,Food,P2M,Android,WiFi,SBI,HDFC,18-25,Authenticated
2024-06-07,524,Success,0,1,Delhi,Other,P2P,iOS,5G,UPI-Pay,ICICI,36-45,Authenticated
